Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,G+A,Glsxx,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDistance,FKShots,PK,PKsAtt,xG,npxG,npxG/Sh,G-xG,npG-xG,PassesCompleted,PassesAttempted,TotCmp%,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Assists,xAG,xA,A-xAG,KeyPasses,Final1/3Cmp,PenAreaCmp,CrsPenAreaCmp,ProgPasses,LivePass,DeadPass,FKPasses,ThruBalls,Switches,Crs,ThrowIn,CK,InSwingCK,OutSwingCK,StrCK,Cmpxxx,PassesToOff,PassesBlocked,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef,Tkl,TklWinPoss,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,DrbPast,Blocks,ShBlocks,PassBlocks,Int,Tkl+Int,Clr,Err,Touches,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,AttDrb,SuccDrb,DrbSucc%,TimesTackled,TimesTackled%,Carries,TotalCarryDistance,ProgCarryDistance,ProgCarries,CarriesToFinalThird,CarriesToPenArea,CarryMistakes,Disposesed,ReceivedPass,ProgPassesRec,Yellows,Reds,Yellow2,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKsFaced,PKA,PKsv,PKm,Save%,PKGA,FKGA,CKGA,OGA,PSxG,PSxG/SoT,PSxG+/-,PSxG+/- /90,LaunchCmp,LaunchAtt,LaunchPassCmp%,Att (GK),PassThr,PassesLaunch%,AvgLenLaunch,GoalKicksAtt,GoalKicksLaunch%,AvgLen,OppCrs,StpCrs,CrsStp%,#OPA,#OPA/90,AvgDistOPA,G+APer90,GlsxxPer90,GoalsPer90,ShotsPer90,SoTPer90,SoT%Per90,Sh/90Per90,SoT/90Per90,G/ShPer90,G/SoTPer90,AvgShotDistancePer90,FKShotsPer90,PKPer90,PKsAttPer90,xGPer90,npxGPer90,npxG/ShPer90,G-xGPer90,npG-xGPer90,PassesCompletedPer90,PassesAttemptedPer90,TotCmp%Per90,TotalPassDistPer90,ProgPassDistPer90,ShortPassCmpPer90,ShortPassAttPer90,ShortPassCmp%Per90,MedPassCmpPer90,MedPassAttPer90,MedPassCmp%Per90,LongPassCmpPer90,LongPassAttPer90,LongPassCmp%Per90,AssistsPer90,xAGPer90,xAPer90,A-xAGPer90,KeyPassesPer90,Final1/3CmpPer90,PenAreaCmpPer90,CrsPenAreaCmpPer90,ProgPassesPer90,LivePassPer90,DeadPassPer90,FKPassesPer90,ThruBallsPer90,SwitchesPer90,CrsPer90,ThrowInPer90,CKPer90,InSwingCKPer90,OutSwingCKPer90,StrCKPer90,CmpxxxPer90,PassesToOffPer90,PassesBlockedPer90,SCAPer90,SCA90Per90,SCAPassLivePer90,SCAPassDeadPer90,SCADribPer90,SCAShPer90,SCAFldPer90,SCADefPer90,GCAPer90,GCA90Per90,GCAPassLivePer90,GCAPassDeadPer90,GCADribPer90,GCAShPer90,GCAFldPer90,GCADefPer90,TklPer90,TklWinPossPer90,Def3rdTklPer90,Mid3rdTklPer90,Att3rdTklPer90,DrbTklPer90,DrbPastAttPer90,DrbTkl%Per90,DrbPastPer90,BlocksPer90,ShBlocksPer90,PassBlocksPer90,IntPer90,Tkl+IntPer90,ClrPer90,ErrPer90,TouchesPer90,DefPenTouchPer90,Def3rdTouchPer90,Mid3rdTouchPer90,Att3rdTouchPer90,AttPenTouchPer90,LiveTouchPer90,AttDrbPer90,SuccDrbPer90,DrbSucc%Per90,TimesTackledPer90,TimesTackled%Per90,CarriesPer90,TotalCarryDistancePer90,ProgCarryDistancePer90,ProgCarriesPer90,CarriesToFinalThirdPer90,CarriesToPenAreaPer90,CarryMistakesPer90,DisposesedPer90,ReceivedPassPer90,ProgPassesRecPer90,YellowsPer90,RedsPer90,Yellow2Per90,FlsPer90,FldPer90,OffPer90,PKwonPer90,PKconPer90,OGPer90,RecovPer90,AerialWinsPer90,AerialLossPer90,AerialWin%Per90,GAPer90,GA90Per90,SoTAPer90,SavesPer90,Save%Per90,WPer90,DPer90,LPer90,CSPer90,CS%Per90,PKsFacedPer90,PKAPer90,PKsvPer90,PKmPer90,Save%Per90,PKGAPer90,FKGAPer90,CKGAPer90,OGAPer90,PSxGPer90,PSxG/SoTPer90,PSxG+/-Per90,PSxG+/- /90Per90,LaunchCmpPer90,LaunchAttPer90,LaunchPassCmp%Per90,Att (GK)Per90,PassThrPer90,PassesLaunch%Per90,AvgLenLaunchPer90,GoalKicksAttPer90,GoalKicksLaunch%Per90,AvgLenPer90,OppCrsPer90,StpCrsPer90,CrsStp%Per90,#OPAPer90,#OPA/90Per90,AvgDistOPAPer90,90sPer90,AvgTeamPoss,OppTouches,TeamMins,TeamTouches90,pAdjTkl+IntPer90,pAdjClrPer90,pAdjShBlocksPer90,pAdjPassBlocksPer90,pAdjIntPer90,pAdjDrbTklPer90,pAdjTklWinPossPer90,pAdjDrbPastPer90,pAdjAerialWinsPer90,pAdjAerialLossPer90,pAdjDrbPastAttPer90,TouchCentrality,pAdj#OPAPer90,Tkl+IntPer600OppTouch,pAdjTouchesPer90,CarriesPer50Touches,ProgCarriesPer50Touches,ProgPassesPer50CmpPasses,Main Position
Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,25,1998,6,6,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,188.0,69.7,3303.0,2420.0,38.0,38.0,100.0,61.0,62.0,98.4,32.0,86.0,37.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,153.0,35.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,197.0,140.0,186.0,11.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,137.0,697.0,399.0,0.0,0.0,0.0,1.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.83,14.0,9.0,64.3,5.0,1.0,0.0,2.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.7,0.26,-1.3,-0.22,19.0,69.0,27.5,169.0,30.0,34.9,33.3,19.0,52.6,41.4,46.0,8.0,17.4,9.0,1.5,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.833333333333332,31.333333333333332,11.616666666666667,550.5,403.3333333333333,6.333333333333333,6.333333333333333,16.666666666666668,10.166666666666666,10.333333333333334,16.400000000000002,5.333333333333333,14.333333333333334,6.2,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,25.5,5.833333333333333,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.833333333333332,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,32.833333333333336,23.333333333333332,31.0,1.8333333333333333,0.0,0.0,32.833333333333336,0.0,0.0,0.0,0.0,0.0,22.833333333333332,116.16666666666667,66.5,0.0,0.0,0.0,0.16666666666666666,0.0,17.333333333333332,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.13833333333333334,2.3333333333333335,1.5,10.716666666666667,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.6166666666666667,0.043333333333333335,-0.21666666666666667,-0.03666666666666667,3.1666666666666665,11.5,4.583333333333333,28.166666666666668,5.0,5.816666666666666,5.55,3.1666666666666665,52.6,41.4,46.0,8.0,17.4,9.0,1.5,14.6,6.0,58.2,20292.0,3420.0,697.1842105263158,0.0,0.5980861244019139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.70942009839077,10.76555023923445,0.0,28.207331042382588,0.6954314720812182,0.0,0.015267175572519083,Goalkeeper
Aarón Escandell,es ESP,GK,Las Palmas,es La Liga,27,1995,2,1,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,86.0,74.4,1579.0,1172.0,15.0,15.0,100.0,29.0,29.0,100.0,18.0,39.0,46.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,88.0,69.0,87.0,1.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,42.0,156.0,108.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,1.76,4.0,1.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.62,-0.5,-0.3,9.0,26.0,34.6,73.0,10.0,27.4,30.4,12.0,50.0,41.3,24.0,1.0,4.2,4.0,2.35,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.64705882352941,50.588235294117645,43.76470588235295,928.8235294117648,689.4117647058823,8.823529411764707,8.823529411764707,58.82352941176471,17.058823529411764,17.058823529411764,58.82352941176471,10.588235294117647,22.941176470588236,27.176470588235297,0.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.0,0.0,0.0,38.23529411764706,11.764705882352942,4.705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.64705882352941,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.5882352941176471,51.76470588235294,40.588235294117645,51.1764705882353,0.5882352941176471,0.0,0.0,51.76470588235294,0.0,0.0,0.0,0.0,0.0,24.705882352941178,91.76470588235294,63.529411764705884,0.0,0.0,0.0,0.0,0.0,25.88235294117647,0.0,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9411764705882355,0.0,0.0,0.0,1.7647058823529411,1.035294117647059,2.3529411764705883,0.5882352941176471,14.705882352941178,0.0,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4705882352941178,0.36470588235294116,-0.29411764705882354,-0.17647058823529413,5.294117647058823,15.294117647058824,20.35294117647059,42.94117647058824,5.882352941176471,16.11764705882353,17.88235294117647,7.0588235294117645,50.0,41.3,24.0,1.0,4.2,4.0,2.35,18.0,1.7,59.2,19855.0,3420.0,711.6052631578947,0.0,0.7208765859284891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.274356804590851,4.901960784313726,0.0,43.72019077901431,0.4772727272727273,0.0,0.0,Goalkeeper
Aitor Fernández,es ESP,GK,Osasuna,es La Liga,32,1991,7,6,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,198.0,64.1,4462.0,3696.0,10.0,10.0,100.0,48.0,49.0,98.0,69.0,137.0,50.4,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,147.0,49.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,2.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,216.0,156.0,207.0,9.0,1.0,1.0,216.0,0.0,0.0,0.0,0.0,0.0,112.0,636.0,426.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,9.0,1.47,20.0,11.0,60.0,0.0,2.0,4.0,1.0,16.7,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.1,0.26,-2.9,-0.47,47.0,113.0,41.6,174.0,19.0,56.3,42.5,22.0,68.2,49.7,69.0,1.0,1.4,15.0,2.45,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.744101633393832,32.34119782214157,10.47005444646098,728.8203266787659,603.7023593466425,1.633393829401089,1.633393829401089,16.333938294010892,7.840290381125228,8.003629764065336,16.00725952813067,11.270417422867514,22.37749546279492,8.23230490018149,0.0,0.0,0.0,0.0,0.0,1.633393829401089,0.0,0.0,0.1633393829401089,24.01088929219601,8.003629764065336,4.41016333938294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.744101633393832,0.3266787658802178,0.0,0.1633393829401089,0.026134301270417427,0.1633393829401089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1633393829401089,0.0,0.1633393829401089,0.0,0.0,0.0,0.0,0.0,0.8166969147005445,0.1633393829401089,35.28130671506352,25.48094373865699,33.811252268602544,1.4700544464609802,0.1633393829401089,0.1633393829401089,35.28130671506352,0.0,0.0,0.0,0.0,0.0,18.294010889292196,103.88384754990926,69.58257713248639,0.0,0.0,0.0,0.0,0.0,15.517241379310345,0.0,0.3266787658802178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7967332123411979,0.0,0.1633393829401089,0.0,1.4700544464609802,0.24010889292196008,3.266787658802178,1.7967332123411979,9.800362976406534,0.0,0.3266787658802178,0.6533575317604357,0.1633393829401089,2.7277676950998186,0.1633393829401089,0.1633393829401089,0.0,0.0,0.0,0.1633393829401089,0.0,0.3266787658802178,0.0,0.9963702359346642,0.042468239564428314,-0.4736842105263158,-0.07676950998185118,7.676950998185118,18.457350272232308,6.794918330308531,28.42105263157895,3.1034482758620694,9.19600725952813,6.9419237749546285,3.5934664246823957,68.2,49.7,69.0,1.0,1.4,15.0,2.45,24.8,6.122222222222222,47.5,23425.0,3420.0,557.3947368421053,0.0,0.77780658542909,0.0,0.0,0.0,0.0,0.0,0.15556131708581802,0.0,0.15556131708581802,0.15556131708581802,6.329680634400707,14.285714285714285,0.0,37.138217594803706,0.5185185185185185,0.0,0.007874015748031496,Goalkeeper
Alaa Bellaarouch,ma MAR,GK,Strasbourg,fr Ligue 1,21,2002,15,15,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,504.0,69.8,9261.0,5681.0,63.0,63.0,100.0,189.0,196.0,96.4,97.0,238.0,40.8,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,404.0,97.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,3.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,2.0,542.0,413.0,540.0,3.0,0.0,0.0,542.0,0.0,0.0,0.0,0.0,0.0,415.0,2305.0,1282.0,0.0,1.0,1.0,0.0,0.0,300.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,100.0,26.0,1.73,63.0,37.0,63.5,4.0,2.0,9.0,2.0,13.3,4.0,3.0,1.0,0.0,25.0,3.0,0.0,1.0,1.0,19.8,0.25,-5.2,-0.35,56.0,183.0,30.6,440.0,57.0,36.4,34.4,61.0,37.7,36.0,203.0,19.0,9.4,21.0,1.4,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.466666666666665,33.6,4.653333333333333,617.4,378.73333333333335,4.2,4.2,6.666666666666667,12.6,13.066666666666666,6.426666666666667,6.466666666666667,15.866666666666667,2.7199999999999998,0.0,0.0,0.0,0.0,0.06666666666666667,0.7333333333333333,0.06666666666666667,0.0,0.0,26.933333333333334,6.466666666666667,2.4,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,23.466666666666665,0.2,0.06666666666666667,0.06666666666666667,0.004666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.7333333333333333,0.13333333333333333,36.13333333333333,27.533333333333335,36.0,0.2,0.0,0.0,36.13333333333333,0.0,0.0,0.0,0.0,0.0,27.666666666666668,153.66666666666666,85.46666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,20.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.2,0.26666666666666666,0.0,6.666666666666667,1.7333333333333334,0.11533333333333333,4.2,2.466666666666667,4.233333333333333,0.26666666666666666,0.13333333333333333,0.6,0.13333333333333333,0.8866666666666667,0.26666666666666666,0.2,0.06666666666666667,0.0,1.6666666666666667,0.2,0.0,0.06666666666666667,0.06666666666666667,1.32,0.016666666666666666,-0.3466666666666667,-0.02333333333333333,3.7333333333333334,12.2,2.04,29.333333333333332,3.8,2.4266666666666667,2.2933333333333334,4.066666666666666,37.7,36.0,203.0,19.0,9.4,21.0,1.4,13.4,15.0,44.3,22453.0,3060.0,552.8823529411765,0.059844404548174746,0.6582884500299221,0.0,0.0,0.059844404548174746,0.0,0.0,0.0,0.23937761819269898,0.0,0.0,6.535447033372345,18.850987432675044,0.06057097047165189,40.78254326561325,0.7656826568265682,0.0,0.0,Goalkeeper
Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,24,1999,28,28,2496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,1006.0,71.6,19485.0,13677.0,143.0,144.0,99.3,359.0,364.0,98.6,214.0,493.0,43.4,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,770.0,235.0,69.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,1.0,0.0,6.0,0.22,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1081.0,914.0,1075.0,6.0,0.0,0.0,1081.0,1.0,0.0,0.0,0.0,0.0,768.0,3646.0,1792.0,0.0,0.0,0.0,1.0,0.0,561.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,37.0,11.0,1.0,91.7,43.0,1.55,118.0,75.0,70.3,7.0,4.0,17.0,7.0,25.0,8.0,8.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,42.4,0.31,-0.6,-0.02,123.0,388.0,31.7,839.0,145.0,34.2,34.0,166.0,60.8,46.9,385.0,33.0,8.6,33.0,1.19,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.96153846153846,36.27403846153846,2.5817307692307687,702.5841346153846,493.1610576923077,5.15625,5.1923076923076925,3.580528846153846,12.944711538461538,13.125,3.5552884615384612,7.716346153846153,17.776442307692307,1.564903846153846,0.0,0.0,0.0,0.0,0.0,0.5048076923076923,0.0,0.0,0.10817307692307691,27.764423076923077,8.473557692307692,2.487980769230769,0.0,0.10817307692307691,0.0,0.0,0.0,0.0,0.0,0.0,25.96153846153846,0.036057692307692304,0.0,0.21634615384615383,0.007932692307692307,0.18028846153846154,0.036057692307692304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07211538461538461,0.0,0.07211538461538461,0.0,0.0,0.0,0.0,0.0,0.5048076923076923,0.0,38.97836538461539,32.95673076923077,38.762019230769226,0.21634615384615383,0.0,0.0,38.97836538461539,0.036057692307692304,0.0,0.0,0.0,0.0,27.69230769230769,131.46634615384616,64.61538461538461,0.0,0.0,0.0,0.036057692307692304,0.0,20.228365384615383,0.0,0.07211538461538461,0.0,0.0,0.036057692307692304,0.14423076923076922,0.0,0.0,0.036057692307692304,0.0,1.3341346153846154,0.39663461538461536,0.036057692307692304,3.3064903846153846,1.5504807692307692,0.05588942307692308,4.2548076923076925,2.704326923076923,2.534855769230769,0.25240384615384615,0.14423076923076922,0.6129807692307692,0.25240384615384615,0.9014423076923077,0.28846153846153844,0.28846153846153844,0.0,0.0,0.0,0.28846153846153844,0.0,0.07211538461538461,0.0,1.5288461538461537,0.011177884615384616,-0.021634615384615384,-0.0007211538461538462,4.435096153846153,13.990384615384615,1.143028846153846,30.252403846153847,5.228365384615384,1.233173076923077,1.2259615384615383,5.9855769230769225,60.8,46.9,385.0,33.0,8.6,33.0,1.19,13.0,27.733333333333334,44.8,22696.0,3060.0,558.4705882352941,0.0,0.4572533444816053,0.0,0.0,0.0,0.0,0.0,0.06532190635451504,0.35927048494983277,0.03266095317725752,0.06532190635451504,6.9794840060929175,29.891304347826086,0.0,43.50263993818682,0.7104532839962997,0.0,0.004166666666666667,Goalkeeper
Alessandro Sorrentino,it ITA,GK,Monza,it Serie A,21,2002,7,5,548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,193.0,76.7,3731.0,2467.0,35.0,35.0,100.0,73.0,75.0,97.3,40.0,83.0,48.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,141.0,52.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,174.0,203.0,2.0,0.0,0.0,205.0,1.0,1.0,100.0,0.0,0.0,99.0,484.0,301.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,2.63,32.0,16.0,62.5,0.0,1.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,14.4,0.34,-1.6,-0.27,18.0,56.0,32.1,151.0,29.0,26.5,30.6,42.0,38.1,36.1,62.0,3.0,4.8,3.0,0.49,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.306569343065696,31.697080291970803,12.596715328467154,612.7554744525547,405.16423357664235,5.748175182481752,5.748175182481752,16.423357664233578,11.989051094890511,12.317518248175183,15.97992700729927,6.569343065693431,13.63138686131387,7.916058394160585,0.0,0.0,0.0,0.0,0.0,0.1642335766423358,0.0,0.0,0.0,23.156934306569344,8.54014598540146,1.6423357664233578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.306569343065696,0.0,0.0,0.1642335766423358,0.026277372262773723,0.1642335766423358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.667883211678834,28.576642335766426,33.339416058394164,0.3284671532846716,0.0,0.0,33.667883211678834,0.1642335766423358,0.1642335766423358,16.423357664233578,0.0,0.0,16.259124087591243,79.48905109489051,49.43430656934307,0.0,0.0,0.0,0.0,0.0,16.751824817518248,0.0,0.0,0.0,0.0,0.0,0.1642335766423358,0.0,0.0,0.0,0.0,0.6569343065693432,0.0,0.0,0.0,2.6277372262773726,0.43193430656934306,5.255474452554745,2.6277372262773726,10.264598540145986,0.0,0.1642335766423358,0.6569343065693432,0.0,0.0,0.6569343065693432,0.6569343065693432,0.0,0.0,0.0,0.6569343065693432,0.0,0.1642335766423358,0.0,2.3649635036496353,0.05583941605839417,-0.26277372262773724,-0.04434306569343066,2.956204379562044,9.197080291970803,5.271897810218978,24.7992700729927,4.762773722627737,4.352189781021898,5.025547445255475,6.897810218978103,38.1,36.1,62.0,3.0,4.8,3.0,0.49,16.8,6.088888888888889,53.5,20885.0,3420.0,619.7894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.432148276340844,3.225806451612903,0.0,31.465311412783958,0.48292682926829267,0.0,0.0,Goalkeeper
